id,title,authors,year,venue,venue_tier,publication_type,official_publication_url,official_pdf_url,arxiv_url,doi,code_url,project_url,abstract,keywords,task_categories,supervision,modality,setting,method_family,backbone,datasets,metrics,main_contributions,limitations,inclusion_reason,related_to_core_tas,pdf_downloaded,local_pdf_path,pdf_sha256,metadata_verified,verification_sources,verification_date,notes,needs_manual_review,review_reason
2024-acm-mm-workshop-3d-pose-based-figure-skating,3D Pose-Based Temporal Action Segmentation for Figure Skating: A Fine-Grained and Jump Procedure-Aware Annotation Approach,"[""Ryota Tanaka"", ""Tomohiro Suzuki"", ""Keisuke Fujii""]",2024,ACM MM Workshop,Extended-Vision,conference,https://dl.acm.org/doi/10.1145/3689061.3689077,https://arxiv.org/pdf/2408.16638,https://arxiv.org/abs/2408.16638,,,,unknown,"[""temporal action segmentation""]","[""Temporal Action Segmentation""]","[""fully-supervised""]","[""unknown""]","[""offline"", ""long-video""]","[""prototype-learning""]",unknown,[],"[""Edit"", ""F1@10"", ""F1@25"", ""F1@50"", ""frame accuracy""]",[],"[""See the original paper for scope and assumptions.""]",The paper predicts temporally dense action labels or contiguous semantic action segments and evaluates temporal segmentation.,True,True,library/pdfs/2024_ACMMMWorkshop_Tanaka_3d_pose_based_temporal_action_segmentation_for_figure_s.pdf,6f3c132db19b0a30ae9396df1f63ce2bab2eb82c45824cb2cc853fbd47312cb5,True,"[""https://dl.acm.org/doi/10.1145/3689061.3689077""]",2026-07-28,"Official workshop paper; kept in the extended list, not the main-conference core count.",False,
2024-bmvc-cost-sensitive-learning-long-tailed,Cost-Sensitive Learning for Long-Tailed Temporal Action Segmentation,"[""Zhanzhong Pang"", ""Fadime Sener"", ""Shrinivas Ramasubramanian"", ""Angela Yao""]",2024,BMVC,Top-Vision,conference,https://bmvc2024.org/proceedings/227/,https://bmva-archive.org.uk/bmvc/2024/papers/Paper_227/paper.pdf,https://arxiv.org/abs/2503.18358,,,,unknown,"[""temporal action segmentation""]","[""Temporal Action Segmentation""]","[""fully-supervised""]","[""unknown""]","[""offline"", ""long-video""]","[""structured-decoding""]",unknown,[],"[""Edit"", ""F1@10"", ""F1@25"", ""F1@50"", ""frame accuracy""]",[],"[""See the original paper for scope and assumptions.""]",The paper predicts temporally dense action labels or contiguous semantic action segments and evaluates temporal segmentation.,True,True,library/pdfs/2024_BMVC_Pang_cost_sensitive_learning_for_long_tailed_temporal_action.pdf,e0a495f80f124e39251494afaba2c58e16637640f490bee3f7e9d9d1bce40e05,True,"[""https://bmvc2024.org/proceedings/227/""]",2026-07-28,,False,
2024-cvpr-coherent-synthesis-incremental,Coherent Temporal Synthesis for Incremental Action Segmentation,"[""Guodong Ding"", ""Hans Golong"", ""Angela Yao""]",2024,CVPR,CCF-A,conference,https://openaccess.thecvf.com/content/CVPR2024/html/Ding_Coherent_Temporal_Synthesis_for_Incremental_Action_Segmentation_CVPR_2024_paper.html,https://openaccess.thecvf.com/content/CVPR2024/papers/Ding_Coherent_Temporal_Synthesis_for_Incremental_Action_Segmentation_CVPR_2024_paper.pdf,,,,,Data replay is a successful incremental learning technique for images. It prevents catastrophic forgetting by keeping a reservoir of previous data original or synthesized to ensure the model retains past knowledge while adapting to novel concepts. However its application in the video domain is rudimentary as it simply stores frame exemplars for action recognition. This paper presents the first exploration of video data replay techniques for incremental action segmentation focusing on action temporal modeling. We propose a Temporally Coherent Action (TCA) model which represents actions using a generative model instead of storing individual frames. The integration of a conditioning variable that captures temporal coherence allows our model to understand the evolution of action features over time. Therefore action segments generated by TCA for replay are diverse and temporally coherent. In a 10-task incremental setup on the Breakfast dataset our approach achieves significant increases in accuracy for up to 22% compared to the baselines.,"[""temporal action segmentation""]","[""Temporal Action Segmentation""]","[""fully-supervised""]","[""I3D-features""]","[""offline"", ""long-video""]","[""unknown""]",unknown,"[""Breakfast""]","[""Edit"", ""F1@10"", ""F1@25"", ""F1@50"", ""frame accuracy""]",[],"[""See the original paper for scope and assumptions.""]",The paper predicts temporally dense action labels or contiguous semantic action segments and evaluates temporal segmentation.,True,True,library/pdfs/2024_CVPR_Ding_coherent_temporal_synthesis_for_incremental_action_segm.pdf,b319eb0c8f6f117b51f6578cf18a767d1ef965363e45135e05b6c51edf7b23d2,True,"[""https://openaccess.thecvf.com/content/CVPR2024/html/Ding_Coherent_Temporal_Synthesis_for_Incremental_Action_Segmentation_CVPR_2024_paper.html""]",2026-07-28,,False,
2024-cvpr-efficient-effective-weakly-supervised-transition,Efficient and Effective Weakly-Supervised Action Segmentation via Action-Transition-Aware Boundary Alignment,"[""Angchi Xu"", ""Wei-Shi Zheng""]",2024,CVPR,CCF-A,conference,https://openaccess.thecvf.com/content/CVPR2024/html/Xu_Efficient_and_Effective_Weakly-Supervised_Action_Segmentation_via_Action-Transition-Aware_Boundary_Alignment_CVPR_2024_paper.html,https://openaccess.thecvf.com/content/CVPR2024/papers/Xu_Efficient_and_Effective_Weakly-Supervised_Action_Segmentation_via_Action-Transition-Aware_Boundary_Alignment_CVPR_2024_paper.pdf,,,,,Weakly-supervised action segmentation is a task of learning to partition a long video into several action segments where training videos are only accompanied by transcripts (ordered list of actions). Most of existing methods need to infer pseudo segmentation for training by serial alignment between all frames and the transcript which is time-consuming and hard to be parallelized while training. In this work we aim to escape from this inefficient alignment with massive but redundant frames and instead to directly localize a few action transitions for pseudo segmentation generation where a transition refers to the change from an action segment to its next adjacent one in the transcript. As the true transitions are submerged in noisy boundaries due to intra-segment visual variation we propose a novel Action-Transition-Aware Boundary Alignment (ATBA) framework to efficiently and effectively filter out noisy boundaries and detect transitions. In addition to boost the semantic learning in the case that noise is inevitably present in the pseudo segmentation we also introduce video-level losses to utilize the trusted video-level supervision. Extensive experiments show the effectiveness of our approach on both performance and training speed.,"[""temporal action segmentation""]","[""Temporal Action Segmentation""]","[""weakly-supervised""]","[""I3D-features""]","[""offline"", ""long-video""]","[""boundary-modeling""]",unknown,[],"[""Edit"", ""F1@10"", ""F1@25"", ""F1@50"", ""frame accuracy""]",[],"[""See the original paper for scope and assumptions.""]",The paper predicts temporally dense action labels or contiguous semantic action segments and evaluates temporal segmentation.,True,True,library/pdfs/2024_CVPR_Xu_efficient_and_effective_weakly_supervised_action_segmen.pdf,4663eb3e96c7e14fa4b768920cf43e7d3fc5d2d12dc57ae6bb0a18911c202a0a,True,"[""https://openaccess.thecvf.com/content/CVPR2024/html/Xu_Efficient_and_Effective_Weakly-Supervised_Action_Segmentation_via_Action-Transition-Aware_Boundary_Alignment_CVPR_2024_paper.html""]",2026-07-28,,False,
2024-cvpr-fact-frame-cross-attention-modeling,FACT: Frame-Action Cross-Attention Temporal Modeling for Efficient Action Segmentation,"[""Zijia Lu"", ""Ehsan Elhamifar""]",2024,CVPR,CCF-A,conference,https://openaccess.thecvf.com/content/CVPR2024/html/Lu_FACT_Frame-Action_Cross-Attention_Temporal_Modeling_for_Efficient_Action_Segmentation_CVPR_2024_paper.html,https://openaccess.thecvf.com/content/CVPR2024/papers/Lu_FACT_Frame-Action_Cross-Attention_Temporal_Modeling_for_Efficient_Action_Segmentation_CVPR_2024_paper.pdf,,,https://github.com/ZijiaLewisLu/CVPR2024-FACT,,We study supervised action segmentation whose goal is to predict framewise action labels of a video. To capture temporal dependencies over long horizons prior works either improve framewise features with transformer or refine framewise predictions with learned action features. However they are computationally costly and ignore that frame and action features contain complimentary information which can be leveraged to enhance both features and improve temporal modeling. Therefore we propose an efficient Frame-Action Cross-attention Temporal modeling (FACT) framework that performs temporal modeling with frame and action features in parallel and leverage this parallelism to achieve iterative bidirectional information transfer between the features and refine them. FACT network contains (i) a frame branch to learn frame-level information with convolutions and frame features (ii) an action branch to learn action-level dependencies with transformers and action tokens and (iii) cross-attentions to allow communication between the two branches. We also propose a new matching loss to ensure each action token uniquely encodes an action segment thus better captures its semantics. Thanks to our architecture we can also leverage textual transcripts of videos to help action segmentation. We evaluate FACT on four video datasets (two egocentric and two third-person) for action segmentation with and without transcripts showing that it significantly improves the state-of-the-art accuracy while enjoys lower computational cost (3 times faster) than existing transformer-based methods,"[""temporal action segmentation""]","[""Temporal Action Segmentation""]","[""fully-supervised""]","[""I3D-features""]","[""egocentric"", ""long-video"", ""offline""]","[""Transformer"", ""cross-attention"", ""VQ-tokenization""]",unknown,[],"[""Edit"", ""F1@10"", ""F1@25"", ""F1@50"", ""frame accuracy""]",[],"[""See the original paper for scope and assumptions.""]",The paper predicts temporally dense action labels or contiguous semantic action segments and evaluates temporal segmentation.,True,True,library/pdfs/2024_CVPR_Lu_fact_frame_action_cross_attention_temporal_modeling_for.pdf,7bcb6c6c832da6a49a1001130bb3b4d999049543141cd6c17c038b39e304920b,True,"[""https://openaccess.thecvf.com/content/CVPR2024/html/Lu_FACT_Frame-Action_Cross-Attention_Temporal_Modeling_for_Efficient_Action_Segmentation_CVPR_2024_paper.html""]",2026-07-28,,False,
2024-cvpr-progress-aware-online-egocentric-procedural,Progress-Aware Online Action Segmentation for Egocentric Procedural Task Videos,"[""Yuhan Shen"", ""Ehsan Elhamifar""]",2024,CVPR,CCF-A,conference,https://openaccess.thecvf.com/content/CVPR2024/html/Shen_Progress-Aware_Online_Action_Segmentation_for_Egocentric_Procedural_Task_Videos_CVPR_2024_paper.html,https://openaccess.thecvf.com/content/CVPR2024/papers/Shen_Progress-Aware_Online_Action_Segmentation_for_Egocentric_Procedural_Task_Videos_CVPR_2024_paper.pdf,,,,,We address the problem of online action segmentation for egocentric procedural task videos. While previous studies have mostly focused on offline action segmentation where entire videos are available for both training and inference the transition to online action segmentation is crucial for practical applications like AR/VR task assistants. Notably applying an offline-trained model directly to online inference results in a significant performance drop due to the inconsistency between training and inference. We propose an online action segmentation framework by first modifying existing architectures to make them causal. Second we develop a novel action progress prediction module to dynamically estimate the progress of ongoing actions and using them to refine the predictions of causal action segmentation. Third we propose to learn task graphs from training videos and leverage them to obtain smooth and procedure-consistent segmentations. With the combination of progress and task graph with casual action segmentation our framework effectively addresses prediction uncertainty and oversegmentation in online action segmentation and achieves significant improvement on three egocentric datasets.,"[""temporal action segmentation""]","[""Temporal Action Segmentation""]","[""fully-supervised""]","[""I3D-features""]","[""egocentric"", ""long-video"", ""online"", ""streaming""]","[""causal-model""]",unknown,[],"[""Edit"", ""F1@10"", ""F1@25"", ""F1@50"", ""frame accuracy""]",[],"[""See the original paper for scope and assumptions.""]",The paper predicts temporally dense action labels or contiguous semantic action segments and evaluates temporal segmentation.,True,True,library/pdfs/2024_CVPR_Shen_progress_aware_online_action_segmentation_for_egocentri.pdf,0cb463a1b9b7343fb7333313a09646e6a77abca54ec5283d76d0d4ed8fe31fff,True,"[""https://openaccess.thecvf.com/content/CVPR2024/html/Shen_Progress-Aware_Online_Action_Segmentation_for_Egocentric_Procedural_Task_Videos_CVPR_2024_paper.html""]",2026-07-28,,False,
2024-cvpr-temporally-consistent-unbalanced-optimal-transport,Temporally Consistent Unbalanced Optimal Transport for Unsupervised Action Segmentation,"[""Ming Xu"", ""Stephen Gould""]",2024,CVPR,CCF-A,conference,https://openaccess.thecvf.com/content/CVPR2024/html/Xu_Temporally_Consistent_Unbalanced_Optimal_Transport_for_Unsupervised_Action_Segmentation_CVPR_2024_paper.html,https://openaccess.thecvf.com/content/CVPR2024/papers/Xu_Temporally_Consistent_Unbalanced_Optimal_Transport_for_Unsupervised_Action_Segmentation_CVPR_2024_paper.pdf,,,https://github.com/mingu6/action-segmentation-ot,,We propose a novel approach to the action segmentation task for long untrimmed videos based on solving an optimal transport problem. By encoding a temporal consistency prior into a Gromov-Wasserstein problem we are able to decode a temporally consistent segmentation from a noisy affinity/matching cost matrix between video frames and action classes. Unlike previous approaches our method does not require knowing the action order for a video to attain temporal consistency. Furthermore our resulting (fused) Gromov-Wasserstein problem can be efficiently solved on GPUs using a few iterations of projected mirror descent. We demonstrate the effectiveness of our method in an unsupervised learning setting where our method is used to generate pseudo-labels for self-training. We evaluate our segmentation approach and unsupervised learning pipeline on the Breakfast 50-Salads YouTube Instructions and Desktop Assembly datasets yielding state-of-the-art results for the unsupervised video action segmentation task.,"[""temporal action segmentation""]","[""Temporal Action Segmentation""]","[""unsupervised""]","[""I3D-features""]","[""offline"", ""long-video""]","[""optimal-transport""]",unknown,"[""Breakfast""]","[""Edit"", ""F1@10"", ""F1@25"", ""F1@50"", ""frame accuracy""]",[],"[""See the original paper for scope and assumptions.""]",The paper predicts temporally dense action labels or contiguous semantic action segments and evaluates temporal segmentation.,True,True,library/pdfs/2024_CVPR_Xu_temporally_consistent_unbalanced_optimal_transport_for.pdf,1dd2830e81663e8376331e3f972b926f303dc26a04d6e9944875762bec194c8f,True,"[""https://openaccess.thecvf.com/content/CVPR2024/html/Xu_Temporally_Consistent_Unbalanced_Optimal_Transport_for_Unsupervised_Action_Segmentation_CVPR_2024_paper.html""]",2026-07-28,,False,
2024-eccv-language-assisted-skeleton-understanding-skeleton,Language-Assisted Skeleton Action Understanding for Skeleton-Based Temporal Action Segmentation,"[""Haoyu Ji"", ""Bowen Chen"", ""Xinglong Xu"", ""Weihong Ren"", ""Zhiyong Wang"", ""Honghai Liu""]",2024,ECCV,Top-Vision,conference,https://eccv.ecva.net/virtual/2024/poster/1462,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/07145.pdf,,,,,unknown,"[""temporal action segmentation""]","[""Skeleton-based Temporal Action Segmentation""]","[""fully-supervised""]","[""skeleton""]","[""offline"", ""long-video""]","[""language-model"", ""contrastive-learning""]",unknown,[],"[""Edit"", ""F1@10"", ""F1@25"", ""F1@50"", ""frame accuracy""]",[],"[""See the original paper for scope and assumptions.""]",The paper predicts temporally dense action labels or contiguous semantic action segments and evaluates temporal segmentation.,True,True,library/pdfs/2024_ECCV_Ji_language_assisted_skeleton_action_understanding_for_ske.pdf,ab896e98a022acc6587fd537c5435a223077dfef88a900e4c259a555a35d96d8,True,"[""https://eccv.ecva.net/virtual/2024/poster/1462""]",2026-07-28,,False,
2024-eccv-long-tail-group-wise-logit,Long-Tail Temporal Action Segmentation with Group-wise Temporal Logit Adjustment,"[""Zhanzhong Pang"", ""Fadime Sener"", ""Shrinivas Ramasubramanian"", ""Angela Yao""]",2024,ECCV,Top-Vision,conference,https://www.ecva.net/papers/eccv_2024/papers_ECCV/html/4389_ECCV_2024_paper.php,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/04389.pdf,https://arxiv.org/abs/2408.09919,,https://github.com/pangzhan27/GTLA,,unknown,"[""temporal action segmentation""]","[""Temporal Action Segmentation""]","[""fully-supervised""]","[""unknown""]","[""offline"", ""long-video""]","[""structured-decoding""]",unknown,[],"[""Edit"", ""F1@10"", ""F1@25"", ""F1@50"", ""frame accuracy""]",[],"[""See the original paper for scope and assumptions.""]",The paper predicts temporally dense action labels or contiguous semantic action segments and evaluates temporal segmentation.,True,True,library/pdfs/2024_ECCV_Pang_long_tail_temporal_action_segmentation_with_group_wise.pdf,390232115e151028899c16f6b3d9b6cf81124d9e2fb2ea776e5180e185e4db72,True,"[""https://www.ecva.net/papers/eccv_2024/papers_ECCV/html/4389_ECCV_2024_paper.php""]",2026-07-28,,False,
2024-neurips-actfusion-unified-diffusion-model-anticipation,ActFusion: a Unified Diffusion Model for Action Segmentation and Anticipation,"[""Dayoung Gong"", ""Suha Kwak"", ""Minsu Cho""]",2024,NeurIPS,CCF-A,conference,https://proceedings.neurips.cc/paper_files/paper/2024/hash/a3a661eb3308d0bb686f6a4bac521032-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2024/file/a3a661eb3308d0bb686f6a4bac521032-Paper-Conference.pdf,https://arxiv.org/abs/2412.04353,,,,unknown,"[""temporal action segmentation""]","[""Temporal Action Segmentation""]","[""fully-supervised""]","[""unknown""]","[""offline"", ""long-video""]","[""diffusion""]",unknown,[],"[""Edit"", ""F1@10"", ""F1@25"", ""F1@50"", ""frame accuracy""]",[],"[""See the original paper for scope and assumptions.""]",The paper predicts temporally dense action labels or contiguous semantic action segments and evaluates temporal segmentation.,True,True,library/pdfs/2024_NeurIPS_Gong_actfusion_a_unified_diffusion_model_for_action_segmenta.pdf,70aa1a0bcc4ed852a92b6708010d3dc104bad40db5a6d6611f60376a984344c0,True,"[""https://proceedings.neurips.cc/paper_files/paper/2024/hash/a3a661eb3308d0bb686f6a4bac521032-Abstract-Conference.html""]",2026-07-28,,False,
2024-neurips-efficient-boundary-aware-query-voting,Efficient Temporal Action Segmentation via Boundary-aware Query Voting,"[""Peiyao Wang"", ""Yuewei Lin"", ""Erik Blasch"", ""Jie Wei"", ""Haibin Ling""]",2024,NeurIPS,CCF-A,conference,https://proceedings.neurips.cc/paper_files/paper/2024/hash/42770daf4a3384b712ea9c36e9279998-Abstract-Conference.html,https://proceedings.neurips.cc/paper_files/paper/2024/file/42770daf4a3384b712ea9c36e9279998-Paper-Conference.pdf,https://arxiv.org/abs/2405.15995,,https://github.com/peiyao-w/BaFormer,,unknown,"[""temporal action segmentation""]","[""Temporal Action Segmentation""]","[""fully-supervised""]","[""unknown""]","[""offline"", ""long-video""]","[""boundary-modeling""]",unknown,[],"[""Edit"", ""F1@10"", ""F1@25"", ""F1@50"", ""frame accuracy""]",[],"[""See the original paper for scope and assumptions.""]",The paper predicts temporally dense action labels or contiguous semantic action segments and evaluates temporal segmentation.,True,True,library/pdfs/2024_NeurIPS_Wang_efficient_temporal_action_segmentation_via_boundary_awa.pdf,c0d1044c22941039550d4ddc2e216bf360db1f4784faf22f4e122db024481c36,True,"[""https://proceedings.neurips.cc/paper_files/paper/2024/hash/42770daf4a3384b712ea9c36e9279998-Abstract-Conference.html""]",2026-07-28,,False,
2024-neurips-onlinetas-online-baseline,OnlineTAS: An Online Baseline for Temporal Action Segmentation,"[""Shijie Li"", ""Yazan Abu Farha"", ""Juergen Gall""]",2024,NeurIPS,CCF-A,conference,https://papers.nips.cc/paper_files/paper/2024/hash/6c6c5fccf3c8661fcae219be7ca226f7-Abstract-Conference.html,https://papers.nips.cc/paper_files/paper/2024/file/6c6c5fccf3c8661fcae219be7ca226f7-Paper-Conference.pdf,https://arxiv.org/abs/2411.01122,,,,unknown,"[""temporal action segmentation""]","[""Temporal Action Segmentation""]","[""fully-supervised""]","[""unknown""]","[""long-video"", ""online"", ""streaming""]","[""TCN"", ""causal-model""]",unknown,[],"[""Edit"", ""F1@10"", ""F1@25"", ""F1@50"", ""frame accuracy""]",[],"[""See the original paper for scope and assumptions.""]",The paper predicts temporally dense action labels or contiguous semantic action segments and evaluates temporal segmentation.,True,True,library/pdfs/2024_NeurIPS_Li_onlinetas_an_online_baseline_for_temporal_action_segmen.pdf,193b75d777751fff4829da96a02b70fc9f201edd49f07042b50e4ed4b54f8351,True,"[""https://papers.nips.cc/paper_files/paper/2024/hash/6c6c5fccf3c8661fcae219be7ca226f7-Abstract-Conference.html""]",2026-07-28,,False,
2024-preprint-2by2-weakly-supervised-learning-global,2by2: Weakly-Supervised Learning for Global Action Segmentation,"[""Elena Bueno-Benito"", ""Mariella Dimiccoli""]",2024,Preprint,Preprint,preprint,,https://arxiv.org/pdf/2412.12829,https://arxiv.org/abs/2412.12829,10.1007/978-3-031-78125-4_26,,,"This paper presents a simple yet effective approach for the poorly investigated task of global action segmentation, aiming at grouping frames capturing the same action across videos of different activities. Unlike the case of videos depicting all the same activity, the temporal order of actions is not roughly shared among all videos, making the task even more challenging. We propose to use activity labels to learn, in a weakly-supervised fashion, action representations suitable for global action segmentation. For this purpose, we introduce a triadic learning approach for video pairs, to ensure intra-video action discrimination, as well as inter-video and inter-activity action association. For the backbone architecture, we use a Siamese network based on sparse transformers that takes as input video pairs and determine whether they belong to the same activity. The proposed approach is validated on two challenging benchmark datasets: Breakfast and YouTube Instructions, outperforming state-of-the-art methods.","[""temporal action segmentation""]","[""Temporal Action Segmentation""]","[""weakly-supervised""]","[""unknown""]","[""offline"", ""long-video""]","[""Transformer""]",unknown,"[""Breakfast""]","[""Edit"", ""F1@10"", ""F1@25"", ""F1@50"", ""frame accuracy""]",[],"[""See the original paper for scope and assumptions.""]",The paper predicts temporally dense action labels or contiguous semantic action segments and evaluates temporal segmentation.,True,True,library/pdfs/2024_Preprint_Bueno-Benito_2by2_weakly_supervised_learning_for_global_action_segme.pdf,56dd12634c2fb3f0688749dbe12aadfaa474532df9b886526390da6738e7da12,False,"[""https://arxiv.org/abs/2412.12829""]",2026-07-28,"arXiv 2412.12829; first submitted 2024-12-17; last updated 2024-12-17; comment=none; journal_ref=vol 15332, year 2024, pp 380-395. No formal conference proceedings placement has been verified.",True,Direct TAS arXiv hit; formal publication status requires first-party proceedings verification.
2024-preprint-study-animal-algorithms-across-supervised,"A study of animal action segmentation algorithms across supervised, unsupervised, and semi-supervised learning paradigms","[""Ari Blau"", ""Evan S Schaffer"", ""Neeli Mishra"", ""Nathaniel J Miska"", ""The International Brain Laboratory"", ""Liam Paninski"", ""Matthew R Whiteway""]",2024,Preprint,Preprint,preprint,,https://arxiv.org/pdf/2407.16727,https://arxiv.org/abs/2407.16727,,,,"Action segmentation of behavioral videos is the process of labeling each frame as belonging to one or more discrete classes, and is a crucial component of many studies that investigate animal behavior. A wide range of algorithms exist to automatically parse discrete animal behavior, encompassing supervised, unsupervised, and semi-supervised learning paradigms. These algorithms -- which include tree-based models, deep neural networks, and graphical models -- differ widely in their structure and assumptions on the data. Using four datasets spanning multiple species -- fly, mouse, and human -- we systematically study how the outputs of these various algorithms align with manually annotated behaviors of interest. Along the way, we introduce a semi-supervised action segmentation model that bridges the gap between supervised deep neural networks and unsupervised graphical models. We find that fully supervised temporal convolutional networks with the addition of temporal information in the observations perform the best on our supervised metrics across all datasets.","[""temporal action segmentation""]","[""Temporal Action Segmentation""]","[""semi-supervised""]","[""unknown""]","[""offline"", ""long-video""]","[""TCN""]",unknown,[],"[""Edit"", ""F1@10"", ""F1@25"", ""F1@50"", ""frame accuracy""]",[],"[""See the original paper for scope and assumptions.""]",The paper predicts temporally dense action labels or contiguous semantic action segments and evaluates temporal segmentation.,True,True,library/pdfs/2024_Preprint_Blau_a_study_of_animal_action_segmentation_algorithms_across.pdf,1308b2b16c98287892930770f1fd1b67ce7bc7f166ce331cde1a389b45507b3f,False,"[""https://arxiv.org/abs/2407.16727""]",2026-07-28,"arXiv 2407.16727; first submitted 2024-07-23; last updated 2024-12-17; comment=33 pages, 15 figures; journal_ref=none. No formal conference proceedings placement has been verified.",True,Direct TAS arXiv hit; formal publication status requires first-party proceedings verification.
2024-preprint-faster-diffusion,Faster Diffusion Action Segmentation,"[""Shuaibing Wang"", ""Shunli Wang"", ""Mingcheng Li"", ""Dingkang Yang"", ""Haopeng Kuang"", ""Ziyun Qian"", ""Lihua Zhang""]",2024,Preprint,Preprint,preprint,,https://arxiv.org/pdf/2408.02024,https://arxiv.org/abs/2408.02024,,,,"Temporal Action Segmentation (TAS) is an essential task in video analysis, aiming to segment and classify continuous frames into distinct action segments. However, the ambiguous boundaries between actions pose a significant challenge for high-precision segmentation. Recent advances in diffusion models have demonstrated substantial success in TAS tasks due to their stable training process and high-quality generation capabilities. However, the heavy sampling steps required by diffusion models pose a substantial computational burden, limiting their practicality in real-time applications. Additionally, most related works utilize Transformer-based encoder architectures. Although these architectures excel at capturing long-range dependencies, they incur high computational costs and face feature-smoothing issues when processing long video sequences. To address these challenges, we propose EffiDiffAct, an efficient and high-performance TAS algorithm. Specifically, we develop a lightweight temporal feature encoder that reduces computational overhead and mitigates the rank collapse phenomenon associated with traditional self-attention mechanisms. Furthermore, we introduce an adaptive skip strategy that allows for dynamic adjustment of timestep lengths based on computed similarity metrics during inference, thereby further enhancing computational efficiency. Comprehensive experiments on the 50Salads, Breakfast, and GTEA datasets demonstrated the effectiveness of the proposed algorithm.","[""temporal action segmentation""]","[""Temporal Action Segmentation""]","[""fully-supervised""]","[""unknown""]","[""offline"", ""long-video""]","[""Transformer"", ""diffusion""]",unknown,"[""Breakfast"", ""50Salads"", ""GTEA""]","[""Edit"", ""F1@10"", ""F1@25"", ""F1@50"", ""frame accuracy""]",[],"[""See the original paper for scope and assumptions.""]",The paper predicts temporally dense action labels or contiguous semantic action segments and evaluates temporal segmentation.,True,True,library/pdfs/2024_Preprint_Wang_faster_diffusion_action_segmentation.pdf,1142864906fddb4cc904c14bea85bbce25ea0e889362abfda7fe2bfad64b06b7,False,"[""https://arxiv.org/abs/2408.02024""]",2026-07-28,"arXiv 2408.02024; first submitted 2024-08-04; last updated 2024-08-04; comment=25 pages, 6 figures; journal_ref=none. No formal conference proceedings placement has been verified.",True,Direct TAS arXiv hit; formal publication status requires first-party proceedings verification.
2024-preprint-friends-across-time-multi-scale,Friends Across Time: Multi-Scale Action Segmentation Transformer for Surgical Phase Recognition,"[""Bokai Zhang"", ""Jiayuan Meng"", ""Bin Cheng"", ""Dean Biskup"", ""Svetlana Petculescu"", ""Angela Chapman""]",2024,Preprint,Preprint,preprint,,https://arxiv.org/pdf/2401.11644,https://arxiv.org/abs/2401.11644,,,,"Automatic surgical phase recognition is a core technology for modern operating rooms and online surgical video assessment platforms. Current state-of-the-art methods use both spatial and temporal information to tackle the surgical phase recognition task. Building on this idea, we propose the Multi-Scale Action Segmentation Transformer (MS-AST) for offline surgical phase recognition and the Multi-Scale Action Segmentation Causal Transformer (MS-ASCT) for online surgical phase recognition. We use ResNet50 or EfficientNetV2-M for spatial feature extraction. Our MS-AST and MS-ASCT can model temporal information at different scales with multi-scale temporal self-attention and multi-scale temporal cross-attention, which enhances the capture of temporal relationships between frames and segments. We demonstrate that our method can achieve 95.26% and 96.15% accuracy on the Cholec80 dataset for online and offline surgical phase recognition, respectively, which achieves new state-of-the-art results. Our method can also achieve state-of-the-art results on non-medical datasets in the video action segmentation domain.","[""temporal action segmentation""]","[""Temporal Action Segmentation""]","[""fully-supervised""]","[""unknown""]","[""long-video"", ""online"", ""streaming""]","[""Transformer"", ""cross-attention"", ""causal-model""]",unknown,"[""Cholec80""]","[""Edit"", ""F1@10"", ""F1@25"", ""F1@50"", ""frame accuracy""]",[],"[""See the original paper for scope and assumptions.""]",The paper predicts temporally dense action labels or contiguous semantic action segments and evaluates temporal segmentation.,True,True,library/pdfs/2024_Preprint_Zhang_friends_across_time_multi_scale_action_segmentation_tra.pdf,13ada677d8a9f90fe98bca94c3700fb77efa1d4792b6011a72cf0c33563e4725,False,"[""https://arxiv.org/abs/2401.11644""]",2026-07-28,arXiv 2401.11644; first submitted 2024-01-22; last updated 2024-01-22; comment=none; journal_ref=none. No formal conference proceedings placement has been verified.,True,Direct TAS arXiv hit; formal publication status requires first-party proceedings verification.
